iter	MultiClass
262	0.390057574
263	0.38947418
264	0.389004803
265	0.3882452282
266	0.3876388214
267	0.3874180384
268	0.3870308555
269	0.3865641291
270	0.3863518256
271	0.3858340633
272	0.3856205916
273	0.3853412295
274	0.3847523377
275	0.3839844003
276	0.3837306898
277	0.3833404729
278	0.3827901761
279	0.382191152
280	0.381828441
281	0.3815491527
282	0.3813632531
283	0.3808234644
284	0.3802900486
285	0.3801442421
286	0.37972916
287	0.3790509439
288	0.3786845461
289	0.3784837961
290	0.3779542111
291	0.3775384926
292	0.3774649152
293	0.3773129009
294	0.3771195255
295	0.3767209249
296	0.3763194905
297	0.3758805123
298	0.3755593627
299	0.3753021285
300	0.3748951795
301	0.3746329324
302	0.3742778492
303	0.3739500998
304	0.3735913499
305	0.3732117473
306	0.3728592176
307	0.3725236259
308	0.3724571083
309	0.3719970135
310	0.3715581384
311	0.3712920732
312	0.3709808572
313	0.3706304902
314	0.3703326626
315	0.3697870068
316	0.3694809428
317	0.3690154298
318	0.3686110984
319	0.3680168634
320	0.3676561322
321	0.3672597653
322	0.3665355936
323	0.3662290183
324	0.3658671349
325	0.3653494823
326	0.3650361385
327	0.3648889762
328	0.3645860041
329	0.3641724166
330	0.3636479674
331	0.3628962083
332	0.3625002527
333	0.3618352858
334	0.3612639728
335	0.360951836
336	0.3606551211
337	0.3602594401
338	0.3600017731
339	0.3597532029
340	0.3593655035
341	0.358888271
342	0.3586777058
343	0.3582947804
344	0.3577443381
345	0.3572287565
346	0.3570032523
347	0.3564164731
348	0.3561330506
349	0.3558452237
350	0.355729075
351	0.3552277154
352	0.3548299341
353	0.3544453804
354	0.3539087094
355	0.3535337816
356	0.353311331
357	0.3529159412
358	0.3524711407
359	0.3520794175
360	0.3516357492
361	0.3511958817
362	0.3508813153
363	0.3506931962
364	0.3504026484
365	0.3501469707
366	0.3498932269
367	0.3494847101
368	0.3488865137
369	0.3485689898
370	0.3482986767
371	0.3477096323
372	0.347317061
373	0.3469048311
374	0.3466018187
375	0.3462489693
376	0.3458962491
377	0.3456045639
378	0.3453015319
379	0.3447127124
380	0.3444561921
381	0.3441312378
382	0.3438318185
383	0.343443296
384	0.3431856532
385	0.3427669591
386	0.3424506176
387	0.342246737
388	0.3418006892
389	0.3416054126
390	0.3412467439
391	0.3408940456
392	0.3402490507
393	0.3400464223
394	0.3394408707
395	0.3392112794
396	0.3388777541
397	0.3387150488
398	0.338287776
399	0.3380926958
400	0.3379122281
401	0.3377167627
402	0.3371561268
403	0.3368183743
404	0.3365567451
405	0.33626936
406	0.335832908
407	0.3354013576
408	0.3351694061
409	0.3349348348
410	0.3347719154
411	0.3341066978
412	0.3338448693
413	0.3336581401
414	0.3333441306
415	0.3328720032
416	0.3326401141
417	0.3321191939
418	0.3316893944
419	0.3314764377
420	0.3313269386
421	0.3309807875
422	0.330726848
423	0.3303477662
424	0.3300773867
425	0.3296827434
426	0.3290919978
427	0.3286255806
428	0.3283390734
429	0.3278837632
430	0.3274681236
431	0.3271830965
432	0.326833596
433	0.3262349268
434	0.3258046202
435	0.3256689971
436	0.3250558587
437	0.324866562
438	0.3246626963
439	0.3243728471
440	0.3239264136
441	0.3235908753
442	0.3233794416
443	0.3230381518
444	0.3228590281
445	0.322781474
446	0.3225868429
447	0.3224083973
448	0.3221108559
449	0.3216949249
450	0.3213416745
451	0.321105328
452	0.3210022202
453	0.3203702038
454	0.3201585556
455	0.3198430366
456	0.3196173951
457	0.3192985724
458	0.319116746
459	0.3189725245
460	0.3185713998
461	0.3183725074
462	0.3182039791
463	0.3178722315
464	0.3177346289
465	0.3175331728
466	0.3169470125
467	0.3167862903
468	0.3165671211
469	0.316275677
470	0.3159532254
471	0.3157131422
472	0.3155749247
473	0.3152923573
474	0.3152001787
475	0.315065531
476	0.3146547505
477	0.3142910629
478	0.313966966
479	0.3136117561
480	0.3132236655
481	0.3130728065
482	0.3126369925
483	0.3122432089
484	0.3120002902
485	0.3117547927
486	0.3114020446
487	0.3113029906
488	0.3111504841
489	0.3109318424
490	0.3106415056
491	0.3103838917
492	0.3099311101
493	0.3096338513
494	0.3090900441
495	0.3085650377
496	0.3081244698
497	0.3077168245
498	0.3075301472
499	0.3072932448
500	0.3070936332
501	0.3068978633
502	0.3067531924
503	0.3064125676
504	0.3062854947
505	0.3057897174
506	0.3055724935
507	0.3051878353
508	0.30469022
509	0.304053433
510	0.3038366066
511	0.303437204
512	0.3031661238
513	0.3029133097
514	0.3027767153
515	0.3026098224
516	0.3022244895
517	0.3019969084
518	0.3017699761
519	0.3016071907
520	0.3014329391
521	0.301146146
522	0.3006707422
523	0.3002989472
524	0.2999671669
525	0.2997344244
526	0.2992775899
527	0.2988497319
528	0.2984652547
529	0.2982262634
530	0.298031044
531	0.2977478014
532	0.2974198645
533	0.2971346984
534	0.2969073836
535	0.296756915
536	0.2965389689
537	0.2963230996
538	0.2962488619
539	0.2960394375
540	0.2957696463
541	0.2956172943
542	0.2954018185
543	0.2952176101
544	0.2949878575
545	0.2944331756
546	0.294251516
547	0.2941083975
548	0.2938502828
549	0.2935367592
550	0.2930781495
551	0.2928234752
552	0.2927029254
553	0.2925401953
554	0.2921679804
555	0.2919439773
556	0.2917254319
557	0.2915315815
558	0.2912807674
559	0.291126508
560	0.2909429792
561	0.2907693417
562	0.2904307156
563	0.2902364699
564	0.2899636525
565	0.2897997742
566	0.2893894256
567	0.2892443749
568	0.288862857
569	0.2886893183
570	0.2885847166
571	0.2884233368
572	0.2882218065
573	0.2880506371
574	0.287836874
575	0.2876879716
576	0.2874957088
577	0.287392092
578	0.2872338865
579	0.2870862338
580	0.2869293693
581	0.2866265633
582	0.2865059065
583	0.286275309
584	0.2859024228
585	0.2855387445
586	0.2853944062
587	0.2852519292
588	0.2850711696
589	0.2848321793
590	0.2845344834
591	0.2839622253
592	0.2838648124
593	0.2837318763
594	0.2833619812
595	0.2828500962
596	0.2826007708
597	0.2822556696
598	0.2817946502
599	0.2815136442
600	0.2813457055
601	0.2809780873
602	0.2808342666
603	0.2806082818
604	0.2805219214
605	0.2801931241
606	0.2801451068
607	0.2797037579
608	0.2794482785
609	0.2791068703
610	0.2787078525
611	0.2783424872
612	0.2781636515
613	0.2778869717
614	0.2775868578
615	0.2773776888
616	0.2770154339
617	0.2767600111
618	0.2765820682
619	0.2764106621
620	0.2762688559
621	0.2761324267
622	0.2759029119
623	0.2756430992
624	0.2752753236
625	0.2751294667
626	0.2748709331
627	0.2746834259
628	0.2743730654
629	0.273998807
630	0.2739163197
631	0.2737679017
632	0.2736232638
633	0.2733878279
634	0.2732107751
635	0.273173498
636	0.273084786
637	0.2728328351
638	0.2725529226
639	0.2722965248
640	0.2721572086
641	0.2720090791
642	0.2715511513
643	0.2714776964
644	0.2712465965
645	0.2708671289
646	0.2706487576
647	0.2704571548
648	0.2700530152
649	0.2699502226
650	0.2697223692
651	0.2694884797
652	0.2690788064
653	0.2688707615
654	0.2686605219
655	0.2684288505
656	0.2679580054
657	0.267694712
658	0.2676038833
659	0.2675019957
660	0.2672336324
661	0.2670596307
662	0.2668732012
663	0.2665722225
664	0.266390502
665	0.2660080076
666	0.2658819942
667	0.2656739613
668	0.2653864121
669	0.2652284111
670	0.264906328
671	0.2647242934
672	0.2644533669
673	0.264221808
674	0.263921435
675	0.2636049006
676	0.2634042139
677	0.2631612478
678	0.2628872185
679	0.2626422646
680	0.2623870604
681	0.2621821777
682	0.2619751084
683	0.2617892212
684	0.2614622147
685	0.2611972741
686	0.2609505942
687	0.2608004415
688	0.260551222
689	0.2603617044
690	0.2600863546
691	0.2596629568
692	0.2592657233
693	0.2589777657
694	0.2587075386
695	0.2585780164
696	0.2582918043
697	0.2580007916
698	0.2577027508
699	0.2574519592
700	0.2571541325
701	0.2568260915
702	0.2564227267
703	0.2562480118
704	0.2561361979
705	0.2560483201
706	0.2557390733
707	0.2556529154
708	0.2555526506
709	0.2554048032
710	0.2551407919
711	0.2548496647
712	0.2546525523
713	0.2543791874
714	0.2542125455
715	0.2541081243
716	0.2539401426
717	0.2537421672
718	0.2535030551
719	0.253296739
720	0.2529166039
721	0.2525932789
722	0.2524048653
723	0.2521918254
724	0.2519650898
725	0.251730521
726	0.2515892797
727	0.2514532949
728	0.2510705209
729	0.2507448239
730	0.2505594576
731	0.2503074892
732	0.2501736097
733	0.2499023039
734	0.2497036151
735	0.2493715048
736	0.2493049299
737	0.2490848296
738	0.2490074785
739	0.2487124826
740	0.2486530839
741	0.2484462351
742	0.2480777648
743	0.2478774646
744	0.247739942
745	0.2473933898
746	0.2471405652
747	0.2468867266
748	0.2466127549
749	0.246264896
750	0.2460916391
751	0.2458734785
752	0.2457491222
753	0.2456522094
754	0.2453919219
755	0.2452351529
756	0.2450787904
757	0.2448624286
758	0.2447694896
759	0.2444928328
760	0.2441910109
761	0.2438909441
762	0.2435734139
763	0.2433363928
764	0.2432216968
765	0.2430303546
766	0.2429301035
767	0.2427975391
768	0.2426760517
769	0.2425784918
770	0.2425276232
771	0.2424636953
772	0.2419883329
773	0.241745488
774	0.2416419493
775	0.2414534427
776	0.2413369089
777	0.2412641787
778	0.2410276075
779	0.2409278547
780	0.2407086002
781	0.2404906171
782	0.2403045889
783	0.24014204
784	0.2399476281
785	0.2397175977
786	0.239540629
787	0.239348933
788	0.2391392287
789	0.238928128
790	0.2387986911
791	0.2385739933
792	0.2382437913
793	0.2380420014
794	0.2378556946
795	0.2377154026
796	0.237661335
797	0.2375462313
798	0.237394385
799	0.2372590633
800	0.237015992
801	0.2367605303
802	0.2365380906
803	0.2363405554
804	0.2360755404
805	0.2359634864
806	0.2357176033
807	0.2354347519
808	0.2352812177
809	0.234995865
810	0.2347821491
811	0.2345948305
812	0.2344386863
813	0.2341546776
814	0.2338996535
815	0.2338622244
816	0.233631909
817	0.2333501303
818	0.2331501181
819	0.2329290023
820	0.2328432251
821	0.2327740011
822	0.2325537268
823	0.2323302471
824	0.2322145688
825	0.2320939165
826	0.2318978686
827	0.231696092
828	0.2314597463
829	0.231370111
830	0.2311772922
831	0.2309288122
832	0.2307373951
833	0.2306633279
834	0.2304918843
835	0.2303976443
836	0.2301399947
837	0.2299932249
838	0.2299149273
839	0.2297215112
840	0.2295877076
841	0.2294094561
842	0.2291795865
843	0.2287970712
844	0.22874568
845	0.2285995664
846	0.2283812418
847	0.2281566424
848	0.228043239
849	0.2278913628
850	0.2277708434
851	0.2275991904
852	0.2274742614
853	0.2272783067
854	0.2271746215
855	0.2270312552
856	0.2269261997
857	0.2267316982
858	0.2266477846
859	0.2262498014
860	0.2261542757
861	0.2258965666
862	0.2257458999
863	0.2256366211
864	0.2254986134
865	0.2254065954
866	0.225186664
867	0.2249202611
868	0.2247937157
869	0.2246656605
870	0.2245246159
871	0.2243309492
872	0.2242285356
873	0.2240399312
874	0.223899463
875	0.2237623855
876	0.2234007405
877	0.2231770406
878	0.2230786457
879	0.222825915
880	0.2226865587
881	0.2225918663
882	0.2225148943
883	0.2222003234
884	0.2220788461
885	0.2218355796
886	0.221649632
887	0.221315752
888	0.2209150234
889	0.220714749
890	0.2205266895
891	0.2204158895
892	0.2202041839
893	0.2201086568
894	0.2199231752
895	0.2197307127
896	0.2194880401
897	0.2193719837
898	0.2191193751
899	0.2190263526
900	0.2188097046
901	0.2185186613
902	0.218426102
903	0.2181429973
904	0.2179271468
905	0.2177371354
906	0.2174307244
907	0.2173173986
908	0.2171972882
909	0.2170037024
910	0.2168071834
911	0.2167663056
912	0.2166215218
913	0.2164160637
914	0.2160849735
915	0.2158980926
916	0.2156809209
917	0.2154952233
918	0.2153078393
919	0.2151807652
920	0.2150377394
921	0.2148751077
922	0.2145575999
923	0.2144266255
924	0.2141791946
925	0.2140598325
926	0.2139694066
927	0.213907012
928	0.2138028566
929	0.2135588185
930	0.2133850498
931	0.2133433001
932	0.2132410928
933	0.2131010513
934	0.2129556116
935	0.2128383773
936	0.2127358232
937	0.2125598575
938	0.212391327
939	0.2122862636
940	0.2119703829
941	0.2117133822
942	0.2115390454
943	0.2114791804
944	0.2113743106
945	0.2111889207
946	0.2111069483
947	0.2109365276
948	0.210720505
949	0.2103569759
950	0.2102163227
951	0.2100322974
952	0.2097396078
953	0.2096205165
954	0.2093430849
955	0.209064201
956	0.2089649958
957	0.2088761216
958	0.2087658035
959	0.2086359736
960	0.2084605275
961	0.2082935135
962	0.208170722
963	0.2079487282
964	0.2077834355
965	0.2077075873
966	0.2075786317
967	0.207415123
968	0.2071722285
969	0.2069645792
970	0.2067228568
971	0.2065842238
972	0.2063775116
973	0.2062393028
974	0.2059672693
975	0.2058025241
976	0.2056886244
977	0.2055089891
978	0.2053125776
979	0.2050060857
980	0.2048424265
981	0.2046399925
982	0.2045686987
983	0.2044394594
984	0.2043070389
985	0.2042130443
986	0.2040689331
987	0.2039003144
988	0.2036590039
989	0.2034154553
990	0.2032410999
991	0.2031334889
992	0.2030757309
993	0.2028609977
994	0.2027494412
995	0.2025922851
996	0.2023523721
997	0.2022771554
998	0.2020077247
999	0.2018203268
1000	0.2017083507
1001	0.2015476226
1002	0.2013558639
1003	0.2012010923
1004	0.201126586
1005	0.2010432927
1006	0.2008424378
1007	0.200757166
1008	0.2004932649
1009	0.2002156864
1010	0.1999520198
1011	0.1998056161
1012	0.1996539627
1013	0.1993410099
1014	0.1989951263
1015	0.1988834928
1016	0.1987923123
1017	0.1986637137
1018	0.1984135737
1019	0.198151044
1020	0.1980537173
1021	0.1978931142
1022	0.1978077464
1023	0.1977469871
1024	0.1976322418
1025	0.1975394154
1026	0.1974593633
1027	0.197339602
1028	0.1971701569
1029	0.1970095043
1030	0.1968220784
1031	0.1967070876
1032	0.1964860476
1033	0.1963316578
1034	0.1961521966
1035	0.1960168157
1036	0.1959728605
1037	0.1958808504
1038	0.1956284599
1039	0.1955100951
1040	0.1953585874
1041	0.1951797227
1042	0.1949727785
1043	0.1948498296
1044	0.1946897552
1045	0.1946034526
1046	0.1945134767
1047	0.1943397181
1048	0.1942467263
